Resistance	Thickness	Time_R	Time_T
24.35	0.292	15:14:36.734273	15:14:36.749020
24.38	0.292	15:14:36.936451	15:14:36.951217
24.33	0.292	15:14:37.233072	15:14:37.247097
24.31	0.292	15:14:37.436953	15:14:37.437717
24.38	0.292	15:14:37.733700	15:14:37.747664
24.38	0.292	15:14:37.936961	15:14:37.951369
24.37	0.292	15:14:38.233325	15:14:38.248879
24.33	0.292	15:14:38.436115	15:14:38.450844
24.36	0.292	15:14:38.735741	15:14:38.750659
24.34	0.292	15:14:38.940133	15:14:38.940379
24.33	0.292	15:14:39.142837	15:14:39.143112
24.38	0.292	15:14:39.439810	15:14:39.440068
24.38	0.292	15:14:39.640586	15:14:39.640862
24.31	0.292	15:14:39.938552	15:14:39.938799
24.32	0.292	15:14:40.140204	15:14:40.140752
24.38	0.292	15:14:40.437130	15:14:40.437380
24.35	0.292	15:14:40.642929	15:14:40.643184
24.34	0.292	15:14:40.941420	15:14:40.941695
24.36	0.292	15:14:41.145619	15:14:41.145892
24.38	0.292	15:14:41.342042	15:14:41.345204
24.31	0.292	15:14:41.642673	15:14:41.642973
24.31	0.292	15:14:41.843436	15:14:41.843743
24.38	0.292	15:14:42.139994	15:14:42.140243
24.37	0.292	15:14:42.341428	15:14:42.341677
24.33	0.292	15:14:42.637660	15:14:42.637905
24.35	0.292	15:14:42.841696	15:14:42.841950
24.35	0.292	15:14:43.139381	15:14:43.139626
24.33	0.292	15:14:43.343976	15:14:43.344226
24.31	0.292	15:14:43.642719	15:14:43.642972
24.31	0.292	15:14:43.830634	15:14:43.845416
24.33	0.292	15:14:44.047108	15:14:44.048038
24.35	0.292	15:14:44.330836	15:14:44.344652
24.33	0.292	15:14:44.544806	15:14:44.547053
24.35	0.292	15:14:44.845045	15:14:44.845392
24.37	0.292	15:14:45.033320	15:14:45.047287
24.31	0.292	15:14:45.330553	15:14:45.345340
24.31	0.292	15:14:45.532513	15:14:45.547215
24.37	0.292	15:14:45.829723	15:14:45.844726
24.36	0.292	15:14:46.033109	15:14:46.047325
24.35	0.292	15:14:46.330432	15:14:46.344398
24.34	0.292	15:14:46.533774	15:14:46.547862
24.35	0.291	15:14:46.832174	15:14:46.846243
24.32	0.291	15:14:47.036701	15:14:47.036953
24.3	0.291	15:14:47.332701	15:14:47.346656
24.37	0.291	15:14:47.533901	15:14:47.548060
24.37	0.292	15:14:47.737417	15:14:47.737663
24.31	0.292	15:14:48.033167	15:14:48.047185
24.32	0.292	15:14:48.236674	15:14:48.236947
24.36	0.292	15:14:48.534266	15:14:48.549217
24.33	0.292	15:14:48.738244	15:14:48.738489
24.31	0.292	15:14:49.036924	15:14:49.037170
24.36	0.292	15:14:49.241248	15:14:49.241500
24.37	0.292	15:14:49.540094	15:14:49.540340
24.3	0.292	15:14:49.742942	15:14:49.743192
24.31	0.292	15:14:50.041777	15:14:50.042021
24.36	0.292	15:14:50.230325	15:14:50.244791
24.35	0.292	15:14:50.432535	15:14:50.447395
24.32	0.291	15:14:50.732244	15:14:50.746427
24.34	0.291	15:14:50.936273	15:14:50.936538
24.32	0.291	15:14:51.235067	15:14:51.235440
24.31	0.291	15:14:51.437137	15:14:51.437390
24.36	0.291	15:14:51.733395	15:14:51.747186
24.37	0.291	15:14:51.934153	15:14:51.934413
24.36	0.291	15:14:52.233836	15:14:52.234126
24.3	0.291	15:14:52.440311	15:14:52.440560
24.32	0.291	15:14:52.736782	15:14:52.737026
24.35	0.291	15:14:52.938549	15:14:52.938824
24.32	0.291	15:14:53.141740	15:14:53.142026
24.34	0.291	15:14:53.439035	15:14:53.439325
24.35	0.291	15:14:53.642233	15:14:53.642509
24.3	0.291	15:14:53.938383	15:14:53.938817
24.29	0.291	15:14:54.138561	15:14:54.138807
24.37	0.291	15:14:54.436185	15:14:54.436431
24.31	0.291	15:14:54.639777	15:14:54.640023
24.38	0.292	15:14:54.935510	15:14:54.935759
24.37	0.292	15:14:55.140962	15:14:55.141206
24.35	0.291	15:14:55.441193	15:14:55.441439
24.3	0.291	15:14:55.629343	15:14:55.643967
24.33	0.291	15:14:55.929668	15:14:55.944284
24.3	0.291	15:14:56.132248	15:14:56.146662
24.29	0.291	15:14:56.431072	15:14:56.446075
24.37	0.291	15:14:56.636943	15:14:56.637307
24.37	0.291	15:14:56.938304	15:14:56.938626
24.31	0.291	15:14:57.140300	15:14:57.140564
24.32	0.29	15:14:57.330199	15:14:57.344940
24.35	0.29	15:14:57.631306	15:14:57.646075
24.33	0.291	15:14:57.931270	15:14:57.946468
24.3	0.291	15:14:58.138685	15:14:58.139035
24.29	0.291	15:14:58.446965	15:14:58.447274
24.3	0.291	15:14:58.675667	15:14:58.676223
24.37	0.291	15:14:58.832063	15:14:58.832354
24.36	0.291	15:14:59.129123	15:14:59.144188
24.3	0.291	15:14:59.334280	15:14:59.334520
24.33	0.291	15:14:59.633289	15:14:59.633530
24.32	0.291	15:14:59.836049	15:14:59.836289
24.3	0.291	15:15:00.130358	15:15:00.160071
24.34	0.291	15:15:00.335361	15:15:00.335592
24.35	0.292	15:15:00.539350	15:15:00.539596
24.35	0.292	15:15:00.835381	15:15:00.835631
24.28	0.292	15:15:01.038883	15:15:01.039222
24.29	0.292	15:15:01.334512	15:15:01.334770
24.33	0.292	15:15:01.536947	15:15:01.537185
24.31	0.292	15:15:01.835957	15:15:01.836281
24.31	0.292	15:15:02.036689	15:15:02.036976
24.34	0.292	15:15:02.333931	15:15:02.334284
24.29	0.292	15:15:02.539072	15:15:02.539310
24.27	0.292	15:15:02.836420	15:15:02.836979
24.27	0.292	15:15:03.040954	15:15:03.041241
24.29	0.292	15:15:03.241329	15:15:03.243826
24.31	0.292	15:15:03.541645	15:15:03.541891
24.29	0.292	15:15:03.729053	15:15:03.743865
24.28	0.292	15:15:04.028622	15:15:04.043149
24.33	0.292	15:15:04.233692	15:15:04.233994
24.34	0.292	15:15:04.434653	15:15:04.435013
24.27	0.292	15:15:04.734252	15:15:04.734565
24.28	0.292	15:15:04.937188	15:15:04.937567
24.33	0.292	15:15:05.235425	15:15:05.235699
24.31	0.292	15:15:05.438913	15:15:05.439206
24.28	0.292	15:15:05.737700	15:15:05.738140
24.27	0.292	15:15:06.043122	15:15:06.043427
24.27	0.292	15:15:06.144309	15:15:06.144752
24.34	0.292	15:15:06.430443	15:15:06.444796
24.32	0.292	15:15:06.753743	15:15:06.755273
24.29	0.292	15:15:06.937362	15:15:06.937733
24.32	0.292	15:15:07.233718	15:15:07.234232
24.3	0.292	15:15:07.439015	15:15:07.439248
24.27	0.292	15:15:07.738895	15:15:07.739120
24.33	0.291	15:15:07.929072	15:15:07.944561
24.34	0.291	15:15:08.234958	15:15:08.242009
24.3	0.291	15:15:08.535369	15:15:08.542710
24.27	0.291	15:15:08.934575	15:15:08.934814
24.32	0.291	15:15:09.155862	15:15:09.156468
24.33	0.291	15:15:09.427458	15:15:09.459250
24.27	0.291	15:15:09.630976	15:15:09.631228
24.28	0.291	15:15:09.931090	15:15:09.931391
24.33	0.291	15:15:10.135884	15:15:10.136299
24.31	0.291	15:15:10.425443	15:15:10.430528
24.28	0.291	15:15:10.639391	15:15:10.639626
24.32	0.291	15:15:10.843004	15:15:10.843913
24.33	0.291	15:15:11.134787	15:15:11.141174
24.26	0.291	15:15:11.329634	15:15:11.329873
24.27	0.291	15:15:11.626372	15:15:11.648608
24.32	0.291	15:15:11.831164	15:15:11.831392
24.31	0.291	15:15:12.128675	15:15:12.142780
24.3	0.291	15:15:12.331601	15:15:12.331997
24.31	0.291	15:15:12.632094	15:15:12.632406
24.27	0.291	15:15:12.837328	15:15:12.837574
24.26	0.291	15:15:13.134534	15:15:13.134769
24.26	0.291	15:15:13.338837	15:15:13.339100
24.28	0.291	15:15:13.526373	15:15:13.539534
24.31	0.29	15:15:13.837626	15:15:13.837881
24.27	0.29	15:15:14.026329	15:15:14.040831
24.25	0.29	15:15:14.357707	15:15:14.357993
24.32	0.29	15:15:14.527608	15:15:14.542439
24.32	0.291	15:15:14.827508	15:15:14.841711
24.26	0.291	15:15:15.031869	15:15:15.032200
24.27	0.291	15:15:15.328964	15:15:15.329211
24.29	0.291	15:15:15.533376	15:15:15.533679
24.27	0.291	15:15:15.734538	15:15:15.734784
24.25	0.291	15:15:16.040012	15:15:16.040303
24.32	0.291	15:15:16.235899	15:15:16.236240
24.31	0.291	15:15:16.531126	15:15:16.531362
24.25	0.291	15:15:16.735832	15:15:16.736446
24.27	0.291	15:15:17.033931	15:15:17.034245
24.29	0.291	15:15:17.237196	15:15:17.237435
24.27	0.291	15:15:17.437858	15:15:17.440101
24.29	0.291	15:15:17.723706	15:15:17.738649
24.31	0.291	15:15:17.926782	15:15:17.941971
24.24	0.291	15:15:18.223696	15:15:18.238530
24.25	0.291	15:15:18.427019	15:15:18.441232
24.31	0.291	15:15:18.726928	15:15:18.741211
24.29	0.291	15:15:18.929068	15:15:18.929402
24.27	0.291	15:15:19.229149	15:15:19.229597
24.29	0.291	15:15:19.435601	15:15:19.435868
24.31	0.291	15:15:19.735097	15:15:19.735406
24.24	0.291	15:15:19.938259	15:15:19.938504
24.24	0.291	15:15:20.138303	15:15:20.139519
24.31	0.292	15:15:20.422605	15:15:20.436858
24.29	0.292	15:15:20.623604	15:15:20.638366
24.25	0.292	15:15:20.936035	15:15:20.936276
24.28	0.292	15:15:21.123679	15:15:21.137998
24.3	0.291	15:15:21.436259	15:15:21.436644
24.31	0.291	15:15:21.623446	15:15:21.637943
24.29	0.291	15:15:21.839023	15:15:21.839686
24.25	0.291	15:15:22.122697	15:15:22.136744
24.28	0.291	15:15:22.335607	15:15:22.339699
24.26	0.291	15:15:22.623707	15:15:22.638379
24.24	0.291	15:15:22.830583	15:15:22.831024
24.3	0.291	15:15:23.123675	15:15:23.137770
24.3	0.291	15:15:23.328663	15:15:23.329152
24.24	0.291	15:15:23.622324	15:15:23.636837
24.25	0.291	15:15:23.830355	15:15:23.857545
24.28	0.291	15:15:24.124537	15:15:24.139307
24.26	0.291	15:15:24.328788	15:15:24.329056
24.23	0.292	15:15:24.625376	15:15:24.639406
24.29	0.292	15:15:24.830681	15:15:24.830923
24.3	0.293	15:15:25.128913	15:15:25.129152
24.23	0.292	15:15:25.334185	15:15:25.334423
24.24	0.292	15:15:25.533751	15:15:25.536262
24.27	0.291	15:15:25.834115	15:15:25.834366
24.25	0.291	15:15:26.030630	15:15:26.035664
24.26	0.291	15:15:26.335902	15:15:26.336144
24.29	0.291	15:15:26.524913	15:15:26.537759
24.29	0.291	15:15:26.836494	15:15:26.836978
24.28	0.29	15:15:27.023718	15:15:27.038682
24.25	0.29	15:15:27.321045	15:15:27.354449
24.26	0.29	15:15:27.522012	15:15:27.536163
24.28	0.29	15:15:27.846135	15:15:27.846424
24.22	0.29	15:15:28.024715	15:15:28.038590
24.21	0.29	15:15:28.322196	15:15:28.337006
24.29	0.29	15:15:28.527957	15:15:28.528193
24.27	0.29	15:15:28.732909	15:15:28.733193
24.23	0.29	15:15:29.032545	15:15:29.032943
24.25	0.291	15:15:29.220424	15:15:29.235244
24.27	0.291	15:15:29.532461	15:15:29.532733
24.22	0.291	15:15:29.734199	15:15:29.734563
24.21	0.291	15:15:30.030913	15:15:30.031153
24.29	0.291	15:15:30.235835	15:15:30.236228
24.27	0.291	15:15:30.439039	15:15:30.439427
24.22	0.291	15:15:30.724454	15:15:30.739303
24.25	0.291	15:15:31.022939	15:15:31.037215
24.24	0.291	15:15:31.227913	15:15:31.228155
24.22	0.291	15:15:31.430266	15:15:31.430512
24.27	0.291	15:15:31.728674	15:15:31.728913
24.28	0.291	15:15:32.026759	15:15:32.026997
24.27	0.291	15:15:32.241332	15:15:32.241646
24.22	0.291	15:15:32.435093	15:15:32.435421
24.24	0.291	15:15:32.731777	15:15:32.732056
24.26	0.291	15:15:32.920104	15:15:32.934887
24.27	0.291	15:15:33.132873	15:15:33.139337
24.2	0.291	15:15:33.423684	15:15:33.438690
24.21	0.291	15:15:33.626535	15:15:33.626732
24.27	0.291	15:15:33.922931	15:15:33.937755
24.25	0.291	15:15:34.137151	15:15:34.137787
24.2	0.291	15:15:34.530993	15:15:34.531245
24.2	0.291	15:15:34.922917	15:15:34.937843
24.26	0.291	15:15:35.140872	15:15:35.141528
24.25	0.291	15:15:35.448809	15:15:35.449081
24.22	0.293	15:15:35.632519	15:15:35.632829
24.24	0.293	15:15:35.928729	15:15:35.929225
24.22	0.293	15:15:36.132968	15:15:36.133421
24.2	0.293	15:15:36.430902	15:15:36.431145
24.26	0.292	15:15:36.633710	15:15:36.633990
24.26	0.292	15:15:36.819910	15:15:36.834479
24.25	0.292	15:15:37.132853	15:15:37.133125
24.23	0.292	15:15:37.320667	15:15:37.335380
24.2	0.292	15:15:37.620495	15:15:37.635228
24.26	0.292	15:15:37.824160	15:15:37.824402
24.26	0.291	15:15:38.121026	15:15:38.137340
24.19	0.291	15:15:38.325998	15:15:38.326392
24.2	0.29	15:15:38.622410	15:15:38.637394
24.24	0.29	15:15:38.827392	15:15:38.827645
24.22	0.291	15:15:39.030880	15:15:39.031120
24.23	0.291	15:15:39.326579	15:15:39.326887
24.25	0.292	15:15:39.529693	15:15:39.530019
24.26	0.292	15:15:39.824917	15:15:39.825149
24.19	0.292	15:15:40.028177	15:15:40.028532
24.2	0.292	15:15:40.326629	15:15:40.326875
24.24	0.292	15:15:40.528520	15:15:40.528756
24.22	0.292	15:15:40.827365	15:15:40.827598
24.22	0.292	15:15:41.029800	15:15:41.030038
24.25	0.292	15:15:41.233251	15:15:41.233597
24.2	0.292	15:15:41.532081	15:15:41.532310
24.19	0.292	15:15:41.722552	15:15:41.736810
24.26	0.292	15:15:42.019101	15:15:42.032832
24.25	0.292	15:15:42.224092	15:15:42.224335
24.19	0.291	15:15:42.520987	15:15:42.535799
24.21	0.291	15:15:42.820454	15:15:42.834538
24.24	0.292	15:15:43.023762	15:15:43.024038
24.19	0.292	15:15:43.225846	15:15:43.226108
24.18	0.292	15:15:43.525483	15:15:43.525803
24.25	0.292	15:15:43.728902	15:15:43.729296
24.25	0.292	15:15:43.932137	15:15:43.932379
24.19	0.292	15:15:44.228116	15:15:44.228362
24.21	0.292	15:15:44.432125	15:15:44.432407
24.22	0.292	15:15:44.729682	15:15:44.729986
24.2	0.292	15:15:44.919096	15:15:44.934174
24.23	0.292	15:15:45.218730	15:15:45.233414
24.25	0.292	15:15:45.519677	15:15:45.533561
24.25	0.292	15:15:45.726306	15:15:45.726648
24.18	0.292	15:15:45.930487	15:15:45.930677
24.22	0.291	15:15:46.325141	15:15:46.325379
24.24	0.291	15:15:46.720112	15:15:46.747075
24.19	0.291	15:15:46.924038	15:15:46.924357
24.18	0.29	15:15:47.237895	15:15:47.238282
24.25	0.29	15:15:47.428273	15:15:47.428517
24.24	0.29	15:15:47.618026	15:15:47.631733
24.21	0.29	15:15:47.929598	15:15:47.929854
24.18	0.29	15:15:48.315516	15:15:48.315791
24.21	0.29	15:15:48.746706	15:15:48.746971
24.24	0.29	15:15:49.119839	15:15:49.156164
22.52	0.29	15:15:49.525626	15:15:49.530987
22.52	0.29	15:15:49.930097	15:15:49.930369
22.33	0.29	15:15:50.123914	15:15:50.133927
22.37	0.29	15:15:50.327273	15:15:50.327837
22.31	0.29	15:15:50.624850	15:15:50.625387
22.31	0.29	15:15:50.829946	15:15:50.830295
22.32	0.29	15:15:51.148568	15:15:51.148914
22.27	0.289	15:15:51.321037	15:15:51.321640
22.25	0.289	15:15:51.619013	15:15:51.633092
22.32	0.289	15:15:51.825372	15:15:51.825836
22.31	0.289	15:15:52.027387	15:15:52.027843
22.29	0.289	15:15:52.325976	15:15:52.326223
22.27	0.289	15:15:52.529123	15:15:52.529369
22.29	0.289	15:15:52.828745	15:15:52.828989
22.3	0.289	15:15:53.017520	15:15:53.032653
22.3	0.29	15:15:53.318689	15:15:53.333300
22.23	0.29	15:15:53.536718	15:15:53.537031
22.25	0.29	15:15:53.716120	15:15:53.730807
22.27	0.29	15:15:54.016659	15:15:54.031314
22.24	0.29	15:15:54.220355	15:15:54.220601
22.26	0.29	15:15:54.515366	15:15:54.531542
22.28	0.29	15:15:54.717623	15:15:54.731005
22.22	0.29	15:15:55.015835	15:15:55.030769
22.21	0.29	15:15:55.220688	15:15:55.221108
22.23	0.29	15:15:55.514869	15:15:55.529888
22.26	0.29	15:15:55.721472	15:15:55.721715
22.23	0.29	15:15:56.018427	15:15:56.039373
22.25	0.29	15:15:56.222766	15:15:56.223010
22.26	0.29	15:15:56.426339	15:15:56.426751
22.2	0.29	15:15:56.722739	15:15:56.723076
22.19	0.29	15:15:57.021593	15:15:57.021840
22.38	0.29	15:15:57.226976	15:15:57.227221
22.32	0.289	15:15:57.525700	15:15:57.525943
22.25	0.289	15:15:57.715178	15:15:57.729464
22.24	0.289	15:15:57.918421	15:15:57.933262
22.6	0.289	15:15:58.214843	15:15:58.229956
22.26	0.289	15:15:58.418123	15:15:58.432906
22.12	0.289	15:15:58.713641	15:15:58.728634
22.12	0.289	15:15:58.919251	15:15:58.919570
21.99	0.289	15:15:59.128405	15:15:59.128696
22.27	0.29	15:15:59.416072	15:15:59.430707
23.15	0.29	15:15:59.620462	15:15:59.620710
23.3	0.29	15:15:59.916594	15:15:59.931424
23.14	0.29	15:16:00.121190	15:16:00.121435
23.12	0.29	15:16:00.419440	15:16:00.419711
22.98	0.29	15:16:00.622946	15:16:00.623189
22.97	0.29	15:16:00.942296	15:16:00.943056
22.72	0.29	15:16:01.125862	15:16:01.126146
22.6	0.29	15:16:01.429905	15:16:01.430498
22.54	0.29	15:16:01.618736	15:16:01.619211
22.51	0.29	15:16:01.920119	15:16:01.920377
22.53	0.29	15:16:02.124429	15:16:02.124895
22.52	0.29	15:16:02.421082	15:16:02.421461
22.46	0.29	15:16:02.626921	15:16:02.627420
22.46	0.29	15:16:02.828402	15:16:02.830164
22.51	0.29	15:16:03.117174	15:16:03.144188
22.49	0.29	15:16:03.420960	15:16:03.421645
22.46	0.29	15:16:03.625626	15:16:03.625869
22.42	0.29	15:16:03.813865	15:16:03.828035
22.42	0.29	15:16:04.128200	15:16:04.128446
22.49	0.29	15:16:04.316174	15:16:04.331207
22.48	0.29	15:16:04.615939	15:16:04.630196
22.43	0.29	15:16:04.820424	15:16:04.820667
22.46	0.29	15:16:05.022138	15:16:05.022614
22.44	0.29	15:16:05.319399	15:16:05.319696
22.43	0.29	15:16:05.520646	15:16:05.520890
22.48	0.29	15:16:05.817938	15:16:05.818265
22.48	0.29	15:16:06.020570	15:16:06.020885
22.47	0.29	15:16:06.318892	15:16:06.319170
22.42	0.29	15:16:06.520517	15:16:06.520840
22.44	0.29	15:16:06.820832	15:16:06.821210
22.44	0.29	15:16:07.024409	15:16:07.024663
22.41	0.29	15:16:07.321938	15:16:07.322182
22.46	0.29	15:16:07.525170	15:16:07.525417
22.47	0.29	15:16:07.719631	15:16:07.727244
22.4	0.29	15:16:08.024660	15:16:08.024946
22.4	0.29	15:16:08.318479	15:16:08.318755
22.45	0.29	15:16:08.520537	15:16:08.520781
22.43	0.29	15:16:08.722931	15:16:08.723177
22.41	0.29	15:16:09.023145	15:16:09.023392
22.44	0.29	15:16:09.225175	15:16:09.225445
22.46	0.29	15:16:09.525542	15:16:09.525832
22.39	0.29	15:16:09.714818	15:16:09.729028
22.39	0.29	15:16:09.925696	15:16:09.929726
22.45	0.29	15:16:10.214204	15:16:10.228520
22.43	0.29	15:16:10.511248	15:16:10.526159
22.4	0.29	15:16:10.712425	15:16:10.727248
22.43	0.29	15:16:10.922140	15:16:10.929635
22.4	0.29	15:16:11.214990	15:16:11.229079
22.38	0.29	15:16:11.419065	15:16:11.419336
22.44	0.29	15:16:11.714954	15:16:11.729560
22.45	0.29	15:16:11.917736	15:16:11.917973
22.44	0.29	15:16:12.217203	15:16:12.217443
22.39	0.29	15:16:12.421041	15:16:12.421284
22.41	0.29	15:16:12.718004	15:16:12.718241
22.41	0.29	15:16:12.921682	15:16:12.921924
22.39	0.29	15:16:13.218943	15:16:13.219200
22.43	0.29	15:16:13.424523	15:16:13.424983
22.44	0.29	15:16:13.625756	15:16:13.626372
22.37	0.29	15:16:13.925989	15:16:13.926244
22.37	0.29	15:16:14.236840	15:16:14.237266
22.44	0.29	15:16:14.414741	15:16:14.429829
23.21	0.29	15:16:14.620762	15:16:14.621006
23.84	0.29	15:16:14.919480	15:16:14.919839
23.83	0.29	15:16:15.124832	15:16:15.125076
23.08	0.29	15:16:15.423483	15:16:15.423732
21.91	0.29	15:16:15.610417	15:16:15.625530
21.79	0.29	15:16:15.911879	15:16:15.926061
21.8	0.29	15:16:16.117006	15:16:16.117262
21.8	0.291	15:16:16.418355	15:16:16.418619
21.75	0.291	15:16:16.625156	15:16:16.625403
21.78	0.291	15:16:16.813668	15:16:16.828068
21.82	0.291	15:16:17.112004	15:16:17.126766
22.29	0.291	15:16:17.315579	15:16:17.315842
22.37	0.291	15:16:17.611747	15:16:17.626212
22.24	0.291	15:16:17.816923	15:16:17.817186
23.62	0.291	15:16:18.111934	15:16:18.126424
23.86	0.291	15:16:18.317478	15:16:18.317784
26.57	0.291	15:16:18.615372	15:16:18.615641
25.36	0.291	15:16:18.916072	15:16:18.916310
26.79	0.291	15:16:19.011186	15:16:19.024383
28.57	0.291	15:16:19.322780	15:16:19.323020
28.24	0.291	15:16:19.511520	15:16:19.525641
27.93	0.291	15:16:19.810292	15:16:19.824190
26.44	0.291	15:16:20.134182	15:16:20.134458
26.52	0.291	15:16:20.312495	15:16:20.349295
27.18	0.291	15:16:20.516262	15:16:20.516608
26.82	0.291	15:16:20.824943	15:16:20.825344
26.6	0.291	15:16:21.018750	15:16:21.018995
27.28	0.291	15:16:21.322553	15:16:21.322888
25.91	0.29	15:16:21.519623	15:16:21.519994
26.01	0.29	15:16:21.819715	15:16:21.820016
26	0.29	15:16:22.023594	15:16:22.023846
25.89	0.29	15:16:22.218589	15:16:22.225461
26.53	0.291	15:16:22.512760	15:16:22.526810
26.36	0.291	15:16:22.715652	15:16:22.715898
26.32	0.291	15:16:23.013626	15:16:23.028157
26.02	0.291	15:16:23.217215	15:16:23.217495
25.34	0.291	15:16:23.515016	15:16:23.515409
24.94	0.291	15:16:23.717824	15:16:23.718071
26.39	0.291	15:16:24.017730	15:16:24.017980
26.06	0.291	15:16:24.232274	15:16:24.232532
25.6	0.291	15:16:24.523851	15:16:24.524434
27.24	0.291	15:16:24.714079	15:16:24.714344
25.72	0.291	15:16:25.023131	15:16:25.027728
24.48	0.291	15:16:25.216873	15:16:25.217118
24.2	0.291	15:16:25.513962	15:16:25.514206
23.86	0.291	15:16:25.717504	15:16:25.717745
23.7	0.291	15:16:25.921103	15:16:25.921384
23.09	0.291	15:16:26.221197	15:16:26.221442
22.95	0.291	15:16:26.409729	15:16:26.423887
22.9	0.291	15:16:26.722570	15:16:26.722815
22.86	0.291	15:16:26.913556	15:16:26.913799
22.84	0.291	15:16:27.209325	15:16:27.223502
23.53	0.291	15:16:27.421178	15:16:27.426240
23.37	0.291	15:16:27.616482	15:16:27.616964
23.28	0.291	15:16:27.916763	15:16:27.926671
23.07	0.291	15:16:28.114692	15:16:28.114928
23.21	0.291	15:16:28.411973	15:16:28.426809
23.22	0.291	15:16:28.612987	15:16:28.613237
23.26	0.291	15:16:28.912668	15:16:28.912925
23.37	0.291	15:16:29.115891	15:16:29.116167
23.34	0.291	15:16:29.414652	15:16:29.414898
23.16	0.291	15:16:29.620179	15:16:29.620475
23.45	0.291	15:16:29.822678	15:16:29.823443
23.47	0.291	15:16:30.119892	15:16:30.120342
23.96	0.291	15:16:30.419145	15:16:30.419387
23.97	0.291	15:16:30.606498	15:16:30.620651
23.38	0.29	15:16:30.807920	15:16:30.822512
25.21	0.29	15:16:31.107435	15:16:31.121460
24.92	0.29	15:16:31.310038	15:16:31.324598
24.84	0.29	15:16:31.608097	15:16:31.622972
25.55	0.29	15:16:31.924476	15:16:31.924837
24.64	0.29	15:16:32.109565	15:16:32.123620
24.33	0.29	15:16:32.314083	15:16:32.314329
24.08	0.29	15:16:32.613679	15:16:32.613932
25.03	0.29	15:16:32.818250	15:16:32.818495
25.81	0.29	15:16:33.021751	15:16:33.021990
27.33	0.29	15:16:33.317030	15:16:33.317295
23.87	0.29	15:16:33.507401	15:16:33.522304
25.8	0.29	15:16:33.821402	15:16:33.821638
24.82	0.29	15:16:34.009221	15:16:34.022976
23.22	0.29	15:16:34.321291	15:16:34.321535
22.91	0.29	15:16:34.512103	15:16:34.512344
23.38	0.29	15:16:34.811736	15:16:34.812005
23.34	0.29	15:16:35.032001	15:16:35.032306
23.26	0.29	15:16:35.331864	15:16:35.332152
24.16	0.29	15:16:35.506590	15:16:35.520652
23.81	0.29	15:16:35.710901	15:16:35.723215
23.22	0.29	15:16:36.006686	15:16:36.021572
23.57	0.29	15:16:36.210079	15:16:36.224026
23.6	0.29	15:16:36.521380	15:16:36.521641
23.81	0.29	15:16:36.708212	15:16:36.723001
23.04	0.29	15:16:37.020289	15:16:37.021467
22.55	0.29	15:16:37.212289	15:16:37.212615
22.9	0.29	15:16:37.511590	15:16:37.512017
22.92	0.29	15:16:37.718031	15:16:37.718538
22.63	0.29	15:16:38.015873	15:16:38.016248
22.52	0.29	15:16:38.206359	15:16:38.220469
22.71	0.29	15:16:38.410192	15:16:38.424887
23.1	0.29	15:16:38.708928	15:16:38.723270
23.05	0.29	15:16:38.913170	15:16:38.913718
23.29	0.29	15:16:39.211328	15:16:39.211567
23.46	0.29	15:16:39.415833	15:16:39.416081
23.31	0.29	15:16:39.712994	15:16:39.713234
23.05	0.29	15:16:39.915163	15:16:39.915409
23.06	0.29	15:16:40.212502	15:16:40.212750
23.56	0.29	15:16:40.414490	15:16:40.414728
23.12	0.29	15:16:40.711766	15:16:40.712006
23.05	0.29	15:16:40.915706	15:16:40.915950
23.34	0.29	15:16:41.213333	15:16:41.213571
23.13	0.29	15:16:41.417010	15:16:41.417245
23.06	0.29	15:16:41.619475	15:16:41.619715
22.89	0.29	15:16:41.917795	15:16:41.918030
24.56	0.29	15:16:42.105403	15:16:42.120013
24.48	0.29	15:16:42.404467	15:16:42.439217
24.37	0.29	15:16:42.609980	15:16:42.610473
22.83	0.29	15:16:42.908891	15:16:42.922842
23.27	0.29	15:16:43.111656	15:16:43.111903
22.89	0.29	15:16:43.409273	15:16:43.409552
22.88	0.29	15:16:43.613212	15:16:43.613450
23.49	0.29	15:16:43.817453	15:16:43.817719
23.89	0.29	15:16:44.113450	15:16:44.113744
23.94	0.29	15:16:44.318663	15:16:44.318921
24.07	0.291	15:16:44.616519	15:16:44.616763
23.98	0.291	15:16:44.914851	15:16:44.915129
23.77	0.291	15:16:45.125954	15:16:45.126243
23.67	0.291	15:16:45.307464	15:16:45.321489
23.32	0.291	15:16:45.510638	15:16:45.511046
24.62	0.29	15:16:45.808532	15:16:45.808777
23.1	0.29	15:16:46.109910	15:16:46.110428
23.67	0.29	15:16:46.317537	15:16:46.317803
23.1	0.29	15:16:46.511217	15:16:46.519335
23.09	0.29	15:16:46.818364	15:16:46.818612
22.87	0.29	15:16:47.024311	15:16:47.024660
22.83	0.29	15:16:47.307285	15:16:47.321758
23.04	0.29	15:16:47.512277	15:16:47.512517
23.51	0.29	15:16:47.811009	15:16:47.811251
23.47	0.29	15:16:48.014603	15:16:48.014836
23.11	0.29	15:16:48.217883	15:16:48.218479
23.19	0.29	15:16:48.516314	15:16:48.516608
24.45	0.29	15:16:48.712199	15:16:48.717913
24.54	0.29	15:16:49.014358	15:16:49.014615
23.18	0.29	15:16:49.218321	15:16:49.218570
23.14	0.29	15:16:49.514406	15:16:49.514649
23	0.29	15:16:49.702450	15:16:49.717471
